2025-08-20 09:13:57.517 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:44:51.884 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:45:01.901 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:45:31.979 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:45:41.988 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:46:12.083 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:46:22.088 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:46:52.179 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:47:02.189 [lettuce-nioEventLoop-4-15] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:47:32.279 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:47:42.284 [lettuce-nioEventLoop-4-16] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:48:12.378 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:48:22.394 [lettuce-nioEventLoop-4-1] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:48:52.489 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:49:02.495 [lettuce-nioEventLoop-4-2] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:49:32.579 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:49:42.594 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:50:12.688 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:50:22.698 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:50:52.779 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:51:02.790 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:56:25.418 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:56:35.427 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:56:37.927 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=5m46s522ms737µs900ns).
2025-08-20 11:57:05.488 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:57:15.493 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:57:45.588 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:57:55.593 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 11:58:25.678 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 11:58:35.695 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:09:28.850 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:09:35.534 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=10m57s574ms33µs700ns).
2025-08-20 12:09:38.884 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:10:08.993 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:10:19.008 [lettuce-nioEventLoop-4-11] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:10:49.082 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:10:59.103 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:11:29.187 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:11:39.198 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:12:09.289 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:12:19.304 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:12:49.383 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:12:59.389 [lettuce-nioEventLoop-4-15] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:13:29.482 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:13:39.491 [lettuce-nioEventLoop-4-16] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:14:09.586 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:14:19.601 [lettuce-nioEventLoop-4-1] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:14:49.688 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:14:59.699 [lettuce-nioEventLoop-4-2] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:15:29.783 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:15:39.792 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:16:09.890 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:16:19.896 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:16:49.985 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:16:59.995 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:17:30.080 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:17:40.085 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:18:10.182 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:18:20.191 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:18:50.292 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:19:00.307 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:19:30.391 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:19:40.405 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:20:10.490 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:20:20.498 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:20:50.583 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:21:00.598 [lettuce-nioEventLoop-4-11] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:21:30.691 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:21:40.699 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:22:10.791 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:22:20.804 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:22:50.883 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:23:00.899 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:23:30.990 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:23:41.003 [lettuce-nioEventLoop-4-15] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:24:11.086 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:24:21.092 [lettuce-nioEventLoop-4-16] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:24:51.192 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:25:01.209 [lettuce-nioEventLoop-4-1] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:25:31.279 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:25:41.285 [lettuce-nioEventLoop-4-2] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:26:11.378 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:26:21.384 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:26:51.479 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:27:01.492 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:27:31.586 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:27:41.601 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:28:11.685 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:28:21.695 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:28:51.787 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:29:01.792 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:29:31.892 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:29:41.909 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:30:11.982 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:30:22.000 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:30:52.084 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:31:02.101 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:31:32.185 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:31:42.207 [lettuce-nioEventLoop-4-11] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:32:12.289 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:32:22.305 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:32:52.384 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:33:02.403 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:33:32.489 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:33:42.505 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:34:12.589 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:34:22.607 [lettuce-nioEventLoop-4-15] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:34:52.690 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:35:02.708 [lettuce-nioEventLoop-4-16] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:35:32.783 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:35:42.786 [lettuce-nioEventLoop-4-1] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:36:12.887 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:36:22.903 [lettuce-nioEventLoop-4-2] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:36:52.978 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:37:02.999 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:37:33.079 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:37:43.096 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:38:35.892 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:38:45.907 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:38:58.435 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m22s415ms494µs300ns).
2025-08-20 12:39:15.988 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:39:25.993 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:39:56.078 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:40:06.094 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:40:36.184 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:40:46.191 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:41:16.278 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:41:26.286 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 12:41:56.386 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 12:42:06.401 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
